Amount,Class
1,NORMAL
38,NORMAL
29.99,NORMAL
7.68,NORMAL
0.99,NORMAL
58,NORMAL
49,NORMAL
85.96,NORMAL
19,NORMAL
7.36,NORMAL
44,NORMAL
0.89,NORMAL
45.5,NORMAL
1.79,NORMAL
7.68,NORMAL
18.61,NORMAL
21.93,NORMAL
1.98,NORMAL
118.57,NORMAL
29.56,NORMAL
400,NORMAL
59.95,NORMAL
84.58,NORMAL
20.6,NORMAL
99.05,NORMAL
80,NORMAL
37,NORMAL
69,NORMAL
201.9,NORMAL
378.06,NORMAL
13.03,NORMAL
1,NORMAL
1,NORMAL
1,NORMAL
124.89,NORMAL
7.76,NORMAL
19.99,NORMAL
9.99,NORMAL
0.77,NORMAL
93.29,NORMAL
95,NORMAL
316.9,NORMAL
503.96,NORMAL
85,NORMAL
16,NORMAL
14.99,NORMAL
154.9,NORMAL
11.15,NORMAL
12.99,NORMAL
45.9,NORMAL
2.69,NORMAL
149.44,NORMAL
1,NORMAL
100.82,NORMAL
12,NORMAL
104.45,NORMAL
242.9,NORMAL
0.89,NORMAL
36.4,NORMAL
39.94,NORMAL
40.4,NORMAL
1,NORMAL
500,NORMAL
377.3,NORMAL
1.98,NORMAL
410.67,NORMAL
19,NORMAL
317.28,NORMAL
2.65,NORMAL
14.99,NORMAL
1,NORMAL
126.7,NORMAL
83.13,NORMAL
4.06,NORMAL
106.61,NORMAL
1.79,NORMAL
119.4,NORMAL
10.99,NORMAL
295.22,NORMAL
192.82,NORMAL
2.17,NORMAL
87.09,NORMAL
46,NORMAL
57.96,NORMAL
1.98,NORMAL
1.79,NORMAL
8,NORMAL
5.99,NORMAL
40.97,NORMAL
99,NORMAL
256.3,NORMAL
28.17,NORMAL
47.73,NORMAL
7.58,NORMAL
135.58,NORMAL
10,NORMAL
20.99,NORMAL
74,NORMAL
55.48,NORMAL
5.2,NORMAL
651.3,NORMAL
22.61,NORMAL
2667.16,NORMAL
1,NORMAL
324,NORMAL
202.88,NORMAL
8.99,NORMAL
325,NORMAL
12.31,NORMAL
44.18,NORMAL
17.99,NORMAL
27.9,NORMAL
12,NORMAL
10,NORMAL
7,NORMAL
10,NORMAL
28.55,NORMAL
47.76,NORMAL
39.95,NORMAL
47.85,NORMAL
5,NORMAL
92,NORMAL
200,NORMAL
970,NORMAL
145,NORMAL
76.17,NORMAL
3.8,NORMAL
70.2,NORMAL
4.8,NORMAL
97,NORMAL
82.34,NORMAL
284.85,NORMAL
142,NORMAL
118.08,NORMAL
22.12,NORMAL
11.5,NORMAL
81.2,NORMAL
118.81,NORMAL
15.23,NORMAL
136.5,NORMAL
0.89,NORMAL
46.5,NORMAL
8.4,NORMAL
15.9,NORMAL
2.67,NORMAL
0.01,NORMAL
0.99,NORMAL
1.98,NORMAL
1.98,NORMAL
1.79,NORMAL
89.27,NORMAL
7.5,NORMAL
32.03,NORMAL
44.87,NORMAL
60,NORMAL
12.99,NORMAL
6.98,NORMAL
0.89,NORMAL
27.9,NORMAL
32.35,NORMAL
6.45,NORMAL
0.99,NORMAL
713.82,NORMAL
219.97,NORMAL
41.48,NORMAL
843,NORMAL
131.89,NORMAL
528,NORMAL
10,NORMAL
27.11,NORMAL
1.03,NORMAL
3.5,NORMAL
235,NORMAL
11.28,NORMAL
248.9,NORMAL
5.29,NORMAL
407.7,NORMAL
0,NORMAL
9.12,NORMAL
231.6,NORMAL
60,NORMAL
3.56,NORMAL
13.48,NORMAL
1.98,NORMAL
1451.34,NORMAL
426.08,NORMAL
1.98,NORMAL
1.79,NORMAL
0.89,NORMAL
50,NORMAL
1082.43,NORMAL
20,NORMAL
29,NORMAL
1,NORMAL
89.43,NORMAL
9.81,NORMAL
18.61,NORMAL
25,NORMAL
9.99,NORMAL
241,NORMAL
5.48,NORMAL
249,NORMAL
59.91,NORMAL
1.29,NORMAL
110,NORMAL
1145.8,NORMAL
4.49,NORMAL
42.47,NORMAL
66.87,NORMAL
49.99,NORMAL
61.3,NORMAL
16.9,NORMAL
55.88,NORMAL
434,NORMAL
2.28,NORMAL
10.62,NORMAL
66.39,NORMAL
4.8,NORMAL
2.75,NORMAL
10.61,NORMAL
1,NORMAL
9.99,NORMAL
38.85,NORMAL
29.63,NORMAL
30.33,NORMAL
19.9,NORMAL
11.5,NORMAL
12.99,NORMAL
8.99,NORMAL
7.63,NORMAL
269.46,NORMAL
30,NORMAL
1.18,NORMAL
38.42,NORMAL
54.9,NORMAL
36.58,NORMAL
79.82,NORMAL
6.99,NORMAL
6.9,NORMAL
10.28,NORMAL
27.5,NORMAL
16.18,NORMAL
272,NORMAL
206.64,NORMAL
227.89,NORMAL
15.44,NORMAL
45,NORMAL
690,NORMAL
74.38,NORMAL
9.99,NORMAL
8.48,NORMAL
4.99,NORMAL
17.35,NORMAL
26.8,NORMAL
7.7,NORMAL
187.91,NORMAL
1,NORMAL
5.16,NORMAL
9.99,NORMAL
430.6,NORMAL
136,NORMAL
18,NORMAL
148,NORMAL
69.99,NORMAL
250,NORMAL
25,NORMAL
1,NORMAL
24.93,NORMAL
24,NORMAL
81.2,NORMAL
17.96,NORMAL
4.99,NORMAL
307,NORMAL
7.99,NORMAL
17.35,NORMAL
750,NORMAL
15,NORMAL
110.64,NORMAL
361,NORMAL
37.5,NORMAL
36,NORMAL
24.05,NORMAL
41.63,NORMAL
17.9,NORMAL
145.6,NORMAL
1172,NORMAL
1,NORMAL
4.99,NORMAL
153.16,NORMAL
0.76,NORMAL
2.2,NORMAL
48.79,NORMAL
5.27,NORMAL
39.5,NORMAL
172.17,NORMAL
1,NORMAL
6.74,NORMAL
4.67,NORMAL
1.5,NORMAL
63.22,NORMAL
1.29,NORMAL
95.14,NORMAL
7.99,NORMAL
20,NORMAL
223,NORMAL
1,NORMAL
43.9,NORMAL
13.9,NORMAL
1.98,NORMAL
312.5,NORMAL
0.89,NORMAL
5.95,NORMAL
20,NORMAL
0.01,NORMAL
62.48,NORMAL
10.48,NORMAL
175.5,NORMAL
1.29,NORMAL
54.9,NORMAL
20.9,NORMAL
484.38,NORMAL
9.99,NORMAL
370.01,NORMAL
59,NORMAL
15,NORMAL
4.39,NORMAL
350,NORMAL
32,NORMAL
0.99,NORMAL
84.4,NORMAL
18.5,NORMAL
19.79,NORMAL
15,NORMAL
0.76,NORMAL
0.89,NORMAL
20.2,NORMAL
3.79,NORMAL
0.89,NORMAL
1.98,NORMAL
12,NORMAL
1.79,NORMAL
2.58,NORMAL
65,NORMAL
237,NORMAL
339,NORMAL
20,NORMAL
12.99,NORMAL
258.94,NORMAL
37.92,NORMAL
41.78,NORMAL
3.99,NORMAL
5,NORMAL
4.8,NORMAL
1328.23,NORMAL
0.98,NORMAL
573.92,NORMAL
0.99,NORMAL
22.75,NORMAL
32.55,NORMAL
32.5,NORMAL
38.44,NORMAL
10,NORMAL
39.99,NORMAL
0.99,NORMAL
21.9,NORMAL
2.5,NORMAL
199.99,NORMAL
1,NORMAL
97.48,NORMAL
8.59,NORMAL
1.43,NORMAL
130,NORMAL
4.99,NORMAL
79.38,NORMAL
6.99,NORMAL
75,NORMAL
12.03,NORMAL
20,NORMAL
28.4,NORMAL
62.4,NORMAL
57.9,NORMAL
26.88,NORMAL
36.02,NORMAL
60,NORMAL
4.49,NORMAL
198.75,NORMAL
13.99,NORMAL
18,NORMAL
28.02,NORMAL
1.98,NORMAL
9.21,NORMAL
34.4,NORMAL
12.31,NORMAL
0.99,NORMAL
68.45,NORMAL
94.52,NORMAL
1,NORMAL
65.12,NORMAL
89.37,NORMAL
1,NORMAL
58.2,NORMAL
10,NORMAL
815.2,NORMAL
37.73,NORMAL
32.7,NORMAL
65.27,NORMAL
68,NORMAL
17.99,NORMAL
3.32,NORMAL
34.99,NORMAL
201.68,NORMAL
403,NORMAL
0.01,NORMAL
1.29,NORMAL
39.62,NORMAL
0.76,NORMAL
910.5,NORMAL
70.13,NORMAL
10,NORMAL
34.94,NORMAL
77.9,NORMAL
539,NORMAL
560,NORMAL
237.35,NORMAL
1030.26,NORMAL
8.69,NORMAL
60,NORMAL
176,NORMAL
102.9,NORMAL
1,NORMAL
2.25,NORMAL
93.1,NORMAL
0.99,NORMAL
2.69,NORMAL
120,NORMAL
84,NORMAL
1.29,NORMAL
150,NORMAL
15.9,NORMAL
26.62,NORMAL
28.75,NORMAL
46.69,NORMAL
105,NORMAL
15,NORMAL
2.28,NORMAL
22.9,NORMAL
19,NORMAL
144,NORMAL
147,NORMAL
1.29,NORMAL
12,NORMAL
79.98,NORMAL
1.33,NORMAL
263,NORMAL
101.19,NORMAL
286.23,NORMAL
3.96,NORMAL
250,NORMAL
39,NORMAL
15.29,NORMAL
21.98,NORMAL
53.88,NORMAL
8.92,NORMAL
170,NORMAL
25.9,NORMAL
18.64,NORMAL
38.4,NORMAL
0.12,NORMAL
5.27,NORMAL
1.79,NORMAL
28.94,NORMAL
0,NORMAL
42.81,NORMAL
648,NORMAL
42.35,NORMAL
0.9,NORMAL
32,NORMAL
87.7,NORMAL
159,NORMAL
9.21,NORMAL
59,NORMAL
96.15,NORMAL
74.5,NORMAL
57.2,NORMAL
15.98,NORMAL
48,NORMAL
18.6,NORMAL
9.99,NORMAL
33.8,NORMAL
1.79,NORMAL
0,NORMAL
0.45,NORMAL
87,NORMAL
50,NORMAL
11.71,NORMAL
1.98,NORMAL
386.98,NORMAL
418,NORMAL
1,NORMAL
97.7,NORMAL
158,NORMAL
9.42,NORMAL
106.61,NORMAL
4.49,NORMAL
144.84,NORMAL
55.9,NORMAL
162.88,NORMAL
12.31,NORMAL
24,NORMAL
160.3,NORMAL
3.84,NORMAL
13.48,NORMAL
20,NORMAL
123.85,NORMAL
125.9,NORMAL
209.4,NORMAL
1.78,NORMAL
9.12,NORMAL
1,NORMAL
69.99,NORMAL
8.96,NORMAL
289.85,NORMAL
1,NORMAL
9.99,NORMAL
102,NORMAL
24,NORMAL
254.8,NORMAL
2.69,NORMAL
0.12,NORMAL
77.77,NORMAL
234.9,NORMAL
29.99,NORMAL
1,NORMAL
144,NORMAL
44,NORMAL
5.15,NORMAL
59.4,NORMAL
0.76,NORMAL
19.41,NORMAL
1039.5,NORMAL
99,NORMAL
24.74,NORMAL
125.9,NORMAL
8.99,NORMAL
19.99,NORMAL
1,NORMAL
49.9,NORMAL
0.76,NORMAL
1.78,NORMAL
1.18,NORMAL
10.47,NORMAL
14.85,NORMAL
15,NORMAL
71.49,NORMAL
331.24,NORMAL
0.89,NORMAL
0.89,NORMAL
1,NORMAL
1.79,NORMAL
45.69,NORMAL
1,NORMAL
8.99,NORMAL
14,NORMAL
0.9,NORMAL
400,NORMAL
2.69,NORMAL
9.99,NORMAL
1.5,NORMAL
0.5,NORMAL
1.79,NORMAL
39.99,NORMAL
30.39,NORMAL
89.43,NORMAL
2.37,NORMAL
44.99,NORMAL
157.68,NORMAL
426.6,NORMAL
5.2,NORMAL
0.76,NORMAL
26.9,NORMAL
65.61,NORMAL
11.55,NORMAL
2.5,NORMAL
99.99,NORMAL
1.29,NORMAL
20.91,NORMAL
115,NORMAL
1.9,NORMAL
15,NORMAL
160,NORMAL
1,NORMAL
41.98,NORMAL
1.98,NORMAL
36,NORMAL
20,NORMAL
9.9,NORMAL
69.99,NORMAL
1.29,NORMAL
586,NORMAL
219,NORMAL
1587.46,NORMAL
28,NORMAL
1305.16,NORMAL
1,NORMAL
835,NORMAL
1096.56,NORMAL
45.9,NORMAL
3.59,NORMAL
199.5,NORMAL
199.59,NORMAL
0.76,NORMAL
100.92,NORMAL
198.9,NORMAL
0.89,NORMAL
16.99,NORMAL
44.86,NORMAL
35.88,NORMAL
5.99,NORMAL
61.18,NORMAL
40,NORMAL
78.54,NORMAL
29,NORMAL
72.85,NORMAL
40,NORMAL
39,NORMAL
19.98,NORMAL
148,NORMAL
144,NORMAL
14.97,NORMAL
19.99,NORMAL
4.01,NORMAL
7.44,NORMAL
50.99,NORMAL
45.9,NORMAL
400,NORMAL
46.85,NORMAL
182.04,NORMAL
100.01,NORMAL
5.48,NORMAL
1.98,NORMAL
0.99,NORMAL
13.48,NORMAL
1,NORMAL
8.99,NORMAL
565.09,NORMAL
135,NORMAL
0.9,NORMAL
2.69,NORMAL
0.89,NORMAL
23.49,NORMAL
130.15,NORMAL
14.28,NORMAL
106.2,NORMAL
25.94,NORMAL
99,NORMAL
73,NORMAL
364.07,NORMAL
10,NORMAL
273.03,NORMAL
11.42,NORMAL
1.98,NORMAL
12.31,NORMAL
1,NORMAL
327,NORMAL
114,NORMAL
1847.34,NORMAL
414,NORMAL
2.69,NORMAL
834.97,NORMAL
2,NORMAL
184.27,NORMAL
1.29,NORMAL
53.9,NORMAL
1,NORMAL
0.89,NORMAL
1.22,NORMAL
14.99,NORMAL
1,NORMAL
62.48,NORMAL
19.17,NORMAL
8.49,NORMAL
15.95,NORMAL
134.85,NORMAL
5.29,NORMAL
0.77,NORMAL
1608.89,NORMAL
268,NORMAL
378.16,NORMAL
37.5,NORMAL
3.68,NORMAL
7.31,NORMAL
546.6,NORMAL
11.47,NORMAL
24.98,NORMAL
6.95,NORMAL
8.98,NORMAL
445.05,NORMAL
32.59,NORMAL
160.31,NORMAL
3.29,NORMAL
5.53,NORMAL
320,NORMAL
261.24,NORMAL
3.82,NORMAL
12.31,NORMAL
69.85,NORMAL
1,NORMAL
1,NORMAL
64.99,NORMAL
125,NORMAL
742.23,NORMAL
149,NORMAL
59.35,NORMAL
24,NORMAL
11.5,NORMAL
195.6,NORMAL
1029.76,NORMAL
56.6,NORMAL
5.96,NORMAL
16.92,NORMAL
9.99,NORMAL
27.1,NORMAL
2.58,NORMAL
6.08,NORMAL
44.99,NORMAL
929.25,NORMAL
1.77,NORMAL
8.94,NORMAL
54,NORMAL
4.26,NORMAL
9.99,NORMAL
135.25,NORMAL
224.47,NORMAL
3.75,NORMAL
42.81,NORMAL
486.85,NORMAL
44.55,NORMAL
1.5,NORMAL
56,NORMAL
5.38,NORMAL
9.99,NORMAL
107.1,NORMAL
22.72,NORMAL
81.8,NORMAL
38.85,NORMAL
77.67,NORMAL
220,NORMAL
0.89,NORMAL
39,NORMAL
176,NORMAL
110,NORMAL
4.6,NORMAL
8.6,NORMAL
28.61,NORMAL
0.89,NORMAL
99.99,NORMAL
29.28,NORMAL
1.79,NORMAL
25.73,NORMAL
2.49,NORMAL
11.5,NORMAL
88.61,NORMAL
3.78,NORMAL
58.56,NORMAL
9.99,NORMAL
1.29,NORMAL
15,NORMAL
268,NORMAL
72.85,NORMAL
31.96,NORMAL
400,NORMAL
3.87,NORMAL
199.89,NORMAL
180.23,NORMAL
8.62,NORMAL
9,NORMAL
5.16,NORMAL
131.65,NORMAL
5.3,NORMAL
1,NORMAL
92.7,NORMAL
19.38,NORMAL
19.67,NORMAL
49,NORMAL
1.53,NORMAL
24.89,NORMAL
6.82,NORMAL
0.89,NORMAL
69.95,NORMAL
3.99,NORMAL
913.81,NORMAL
45.92,NORMAL
10.18,NORMAL
23.08,NORMAL
0.89,NORMAL
1.48,NORMAL
7.99,NORMAL
8.99,NORMAL
11.38,NORMAL
11.87,NORMAL
120.4,NORMAL
190,NORMAL
116.85,NORMAL
1.18,NORMAL
152.9,NORMAL
16.27,NORMAL
24.94,NORMAL
9.99,NORMAL
91.68,NORMAL
5.7,NORMAL
210.26,NORMAL
21.84,NORMAL
72,NORMAL
6.77,NORMAL
7.6,NORMAL
0.89,NORMAL
1.98,NORMAL
185.5,NORMAL
14.49,NORMAL
15,NORMAL
18.95,NORMAL
8.99,NORMAL
1.98,NORMAL
7.68,NORMAL
288,NORMAL
7.58,NORMAL
1.29,NORMAL
151.88,NORMAL
11.99,NORMAL
6.06,NORMAL
301.07,NORMAL
1.98,NORMAL
347,NORMAL
355.45,NORMAL
9.99,NORMAL
0.89,NORMAL
0,NORMAL
4.07,NORMAL
8.99,NORMAL
47,NORMAL
5,NORMAL
101.25,NORMAL
94.36,NORMAL
23.49,NORMAL
1419.5,NORMAL
0.54,NORMAL
199.99,NORMAL
9.99,NORMAL
290.18,ANOMALY
12.27,NORMAL
4.7,NORMAL
39.09,NORMAL
1.29,NORMAL
1,NORMAL
28.56,NORMAL
6.17,NORMAL
6.08,NORMAL
7.17,NORMAL
22.63,NORMAL
817.5,NORMAL
282,NORMAL
129,NORMAL
0.76,NORMAL
17.19,NORMAL
8.09,NORMAL
2.99,NORMAL
1000,NORMAL
11.33,NORMAL
8.99,NORMAL
40.58,NORMAL
46.28,NORMAL
144.91,NORMAL
11,NORMAL
7.51,NORMAL
1,NORMAL
5.37,NORMAL
59,NORMAL
2.29,NORMAL
0,NORMAL
10.65,NORMAL
4.96,NORMAL
7.9,NORMAL
88.9,NORMAL
28.35,NORMAL
1.53,NORMAL
9.82,NORMAL
1.98,NORMAL
9.42,NORMAL
0.89,NORMAL
113.5,NORMAL
8.99,NORMAL
81.82,NORMAL
4.65,NORMAL
1,NORMAL
12.99,NORMAL
24.4,NORMAL
103.9,NORMAL
87.98,NORMAL
53,NORMAL
1713.11,NORMAL
52.11,NORMAL
15.9,NORMAL
16.48,NORMAL
8.99,NORMAL
5.35,NORMAL
0.89,NORMAL
163,NORMAL
140,NORMAL
59.95,NORMAL
77.5,NORMAL
39.97,NORMAL
19.45,NORMAL
500,NORMAL
1.29,NORMAL
8.99,NORMAL
0.77,NORMAL
220.42,NORMAL
77,NORMAL
138.9,NORMAL
60,NORMAL
155.85,NORMAL
70.24,NORMAL
35.97,NORMAL
30.45,NORMAL
8.9,NORMAL
1,NORMAL
28.97,NORMAL
1.98,NORMAL
288,NORMAL
19.99,NORMAL
18.35,NORMAL
9.99,NORMAL
13.45,NORMAL
202.43,NORMAL
0.89,NORMAL
581.4,NORMAL
109.99,NORMAL
64.27,NORMAL
7.6,NORMAL
373.38,NORMAL
88.38,NORMAL
8.98,NORMAL
1.05,NORMAL
0.89,NORMAL
1.98,NORMAL
79,NORMAL
1,NORMAL
25.9,NORMAL
2.69,NORMAL
15,NORMAL
658,NORMAL
7.55,NORMAL
19.9,NORMAL
0.77,NORMAL
79.95,NORMAL
317.29,NORMAL
57.6,NORMAL
199.5,NORMAL
10,NORMAL
42,NORMAL
0.01,NORMAL
8.99,NORMAL
33.35,NORMAL
56.24,NORMAL
19.99,NORMAL
221.09,NORMAL
1.79,NORMAL
632.28,NORMAL
17.59,NORMAL
377.26,NORMAL
205.38,NORMAL
12.5,NORMAL
135,NORMAL
4,NORMAL
5.49,NORMAL
1.98,NORMAL
0.01,NORMAL
55.07,NORMAL
6.15,NORMAL
106,NORMAL
2.69,NORMAL
29,NORMAL
1.87,NORMAL
1,NORMAL
8.99,NORMAL
1,NORMAL
1,NORMAL
8.28,NORMAL
342,NORMAL
206.18,NORMAL
8.99,NORMAL
2.39,NORMAL
1.98,NORMAL
40,NORMAL
334.8,NORMAL
8.72,NORMAL
44.83,NORMAL
1.29,NORMAL
0.89,NORMAL
7.25,NORMAL
697.39,NORMAL
8.99,NORMAL
1,NORMAL
635,NORMAL
7.99,NORMAL
120.29,NORMAL
20,NORMAL
313.63,NORMAL
500,NORMAL
32.4,NORMAL
0,NORMAL
19.36,NORMAL
5.99,NORMAL
38.9,NORMAL
1.49,NORMAL
2.58,NORMAL
6.11,NORMAL
79.8,NORMAL
1.29,NORMAL
17.24,NORMAL
8.99,NORMAL
67.5,NORMAL
68.64,NORMAL
1.5,NORMAL
65.99,NORMAL
91.19,NORMAL
240.65,NORMAL
231,NORMAL
0,NORMAL
35.72,NORMAL
1,NORMAL
1,NORMAL
23.78,NORMAL
237,NORMAL
0.77,NORMAL
31.4,NORMAL
9.99,NORMAL
68.22,NORMAL
630.5,NORMAL
11.5,NORMAL
30,NORMAL
288.25,NORMAL
1,NORMAL
1,NORMAL
13.99,NORMAL
1,NORMAL
2.49,NORMAL
120,NORMAL
1,NORMAL
93.8,NORMAL
150,NORMAL
4,NORMAL
1.83,NORMAL
61.06,NORMAL
1.79,NORMAL
35.5,NORMAL
366.3,NORMAL
76.89,NORMAL
10.65,NORMAL
9.99,NORMAL
10,NORMAL
25,NORMAL
750,NORMAL
221,NORMAL
4.56,NORMAL
1.79,NORMAL
16.99,NORMAL
3.63,NORMAL
99.71,NORMAL
110,NORMAL
39.77,NORMAL
4.95,NORMAL
2.85,NORMAL
6000,NORMAL
4,NORMAL
8.99,NORMAL
25,NORMAL
10.16,NORMAL
29,NORMAL
44.95,NORMAL
197.04,NORMAL
3.43,NORMAL
34.5,NORMAL
11.35,NORMAL
65.98,NORMAL
50.17,NORMAL
51.6,NORMAL
69.99,NORMAL
19.98,NORMAL
121.56,NORMAL
1.79,NORMAL
206,NORMAL
6.67,NORMAL
645.42,NORMAL
156.07,NORMAL
95,NORMAL
7.83,NORMAL
12.52,NORMAL
1,NORMAL
108.28,NORMAL
11.55,NORMAL
44.85,NORMAL
209.03,NORMAL
2.89,NORMAL
138.17,NORMAL
0.77,NORMAL
1,NORMAL
8.99,NORMAL
21,NORMAL
258.85,NORMAL
24.99,NORMAL
4.96,NORMAL
10.65,NORMAL
1.79,NORMAL
123.25,NORMAL
204.9,NORMAL
54.8,NORMAL
65,NORMAL
20.52,NORMAL
284.62,NORMAL
12.99,NORMAL
30.58,NORMAL
8.99,NORMAL
11.68,NORMAL
1.46,NORMAL
49.9,NORMAL
60.08,NORMAL
42.8,NORMAL
400,NORMAL
1,NORMAL
100,NORMAL
99.8,NORMAL
225.75,NORMAL
161.01,NORMAL
479.8,NORMAL
8.99,NORMAL
228.16,NORMAL
36.19,NORMAL
461,NORMAL
21.48,NORMAL
135.58,NORMAL
1,NORMAL
10.62,NORMAL
605.6,NORMAL
365.65,NORMAL
110,NORMAL
68,NORMAL
24.56,NORMAL
12.95,NORMAL
0.01,NORMAL
107,NORMAL
66,NORMAL
0.89,NORMAL
153.39,NORMAL
125.9,NORMAL
3.75,NORMAL
98,NORMAL
135,NORMAL
484.48,NORMAL
20.22,NORMAL
141,NORMAL
10.62,NORMAL
2.07,NORMAL
100,NORMAL
0.77,NORMAL
485,NORMAL
0.89,NORMAL
169.32,NORMAL
7.3,NORMAL
19.99,NORMAL
69.5,NORMAL
1.98,NORMAL
236.58,NORMAL
10,NORMAL
20,NORMAL
68.94,NORMAL
625.16,NORMAL
66.95,NORMAL
50,NORMAL
37.19,NORMAL
106,NORMAL
4,NORMAL
1,NORMAL
10,NORMAL
6.28,NORMAL
0.89,NORMAL
14.77,NORMAL
64.99,NORMAL
5.99,NORMAL
8.9,NORMAL
0.76,NORMAL
57.5,NORMAL
40,NORMAL
116.55,NORMAL
74,NORMAL
825,NORMAL
2.99,NORMAL
547.32,NORMAL
3.59,NORMAL
14.98,NORMAL
8.28,NORMAL
5.99,NORMAL
391,NORMAL
10,NORMAL
11.9,NORMAL
236.6,NORMAL
29,NORMAL
25,NORMAL
48,NORMAL
600.92,NORMAL
95.53,NORMAL
74.45,NORMAL
20,NORMAL
59.35,NORMAL
36.85,NORMAL
9.12,NORMAL
119.26,NORMAL
0.76,NORMAL
130,NORMAL
16.8,NORMAL
21.49,NORMAL
7.05,NORMAL
163.24,NORMAL
1,NORMAL
522.26,NORMAL
0.95,NORMAL
0,NORMAL
2.5,NORMAL
97.55,NORMAL
3.76,NORMAL
12.9,NORMAL
3.99,NORMAL
12.5,NORMAL
9.82,NORMAL
3.07,NORMAL
148.95,NORMAL
18.2,NORMAL
192,NORMAL
79,NORMAL
87.48,NORMAL
83.19,NORMAL
3.99,NORMAL
36,NORMAL
93,NORMAL
1,NORMAL
45.46,NORMAL
89.43,NORMAL
239,NORMAL
5,NORMAL
0.89,NORMAL
182.84,NORMAL
29.41,NORMAL
900,NORMAL
31,NORMAL
115,NORMAL
172.98,NORMAL
153,NORMAL
0.89,NORMAL
1688.55,NORMAL
59.98,NORMAL
63.48,NORMAL
39.64,NORMAL
10,NORMAL
4.99,NORMAL
18.21,NORMAL
1.98,NORMAL
44.64,NORMAL
3.87,NORMAL
4.47,NORMAL
45,NORMAL
8.99,NORMAL
6.9,NORMAL
22.5,NORMAL
1.98,NORMAL
28.75,NORMAL
29.99,NORMAL
2.18,NORMAL
59.94,NORMAL
29.95,NORMAL
15.17,NORMAL
0.89,NORMAL
79.5,NORMAL
29.18,NORMAL
74.14,NORMAL
20,NORMAL
15.4,NORMAL
69.99,NORMAL
0,NORMAL
1.79,NORMAL
1.98,NORMAL
2468.2,NORMAL
15.37,NORMAL
9.42,NORMAL
9.99,NORMAL
357.46,NORMAL
24.9,NORMAL
229.61,NORMAL
2.3,NORMAL
28.41,NORMAL
144.3,NORMAL
35,NORMAL
43.5,NORMAL
1,NORMAL
67.49,NORMAL
118.08,NORMAL
8.98,NORMAL
86.95,NORMAL
15.92,NORMAL
3.78,NORMAL
450.19,NORMAL
77.89,NORMAL
45,NORMAL
0.77,NORMAL
20.98,NORMAL
47,NORMAL
146.94,NORMAL
8.99,NORMAL
181.52,NORMAL
100,NORMAL
45,NORMAL
54.99,NORMAL
8.97,NORMAL
1,NORMAL
1.98,NORMAL
2.97,NORMAL
10,NORMAL
29.46,NORMAL
291.48,NORMAL
184.87,NORMAL
1,NORMAL
1.29,NORMAL
355.89,NORMAL
138.62,NORMAL
51,NORMAL
1,NORMAL
41.89,NORMAL
88.5,NORMAL
50,NORMAL
36,NORMAL
189,NORMAL
10,NORMAL
37.92,NORMAL
1.29,NORMAL
3.42,NORMAL
9.94,NORMAL
52.79,NORMAL
0.89,NORMAL
40,NORMAL
56.24,NORMAL
9.09,NORMAL
0,NORMAL
579.23,NORMAL
63.5,NORMAL
13.99,NORMAL
2.67,NORMAL
13.01,NORMAL
9.99,NORMAL
8.92,NORMAL
2.58,NORMAL
6.53,NORMAL
4,NORMAL
1,NORMAL
42.71,NORMAL
59,NORMAL
0.76,NORMAL
82.5,NORMAL
11.83,NORMAL
303.95,NORMAL
6.51,NORMAL
8.99,NORMAL
2.92,NORMAL
85.8,NORMAL
40,NORMAL
3480.88,NORMAL
0.89,NORMAL
874.58,NORMAL
257,NORMAL
3.58,NORMAL
68.76,NORMAL
12.41,NORMAL
12.41,NORMAL
12.41,NORMAL
26.16,NORMAL
26.16,NORMAL
26.16,NORMAL
23.78,NORMAL
23.78,NORMAL
23.78,NORMAL
51,NORMAL
40.94,NORMAL
1,NORMAL
44.32,NORMAL
159.8,NORMAL
45.87,NORMAL
161.93,NORMAL
2.69,NORMAL
182.48,NORMAL
1.98,NORMAL
598.04,NORMAL
1,NORMAL
1.98,NORMAL
12,NORMAL
169.55,NORMAL
7.68,NORMAL
10,NORMAL
649.01,NORMAL
31.74,NORMAL
5.48,NORMAL
167.8,NORMAL
6.38,NORMAL
2.58,NORMAL
1,NORMAL
200,NORMAL
36.5,NORMAL
7.58,NORMAL
15,NORMAL
23.2,NORMAL
8.92,NORMAL
12.99,NORMAL
234.88,NORMAL
17.99,NORMAL
56,NORMAL
42.14,NORMAL
1.51,NORMAL
15,NORMAL
1.18,NORMAL
15,NORMAL
11.5,NORMAL
15,NORMAL
2.5,NORMAL
25.33,NORMAL
166.93,NORMAL
48.95,NORMAL
65.42,NORMAL
119,NORMAL
228,NORMAL
9.99,NORMAL
12.99,NORMAL
1.98,NORMAL
85.25,NORMAL
37,NORMAL
1862.9,NORMAL
15,NORMAL
149,NORMAL
0.77,NORMAL
111.44,NORMAL
156.88,NORMAL
2.11,NORMAL
390,NORMAL
6.89,NORMAL
79,NORMAL
43.86,NORMAL
8.98,NORMAL
2.5,NORMAL
2.92,NORMAL
19.05,NORMAL
55.5,NORMAL
44.63,NORMAL
261.84,NORMAL
1,NORMAL
33.35,NORMAL
17.5,NORMAL
2.29,NORMAL
1,NORMAL
29.99,NORMAL
194.09,NORMAL
327.79,NORMAL
4.03,NORMAL
6,NORMAL
95,NORMAL
